EmpNumber,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,Sprint review,PerformanceRating
E100350,26,Female,Bachelors,Married,Sales,Accountant,Travel_Rarely,1,3,3,47,2,2,4,7,Yes,19,3,5,2,2,2,2,0,0,No,0.57,3
E100378,35,Male,Bachelors,Single,Sales,Accountant,Travel_Rarely,6,3,3,32,2,2,1,0,No,14,2,16,2,3,15,13,2,8,No,0.65,3
E100420,25,Male,Bachelors,Single,Sales,Accountant,Travel_Rarely,8,4,3,46,2,2,3,1,Yes,11,4,6,1,3,6,4,0,3,Yes,0.73,3
E100493,40,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,1,4,3,67,2,3,4,7,No,11,1,15,2,2,12,11,2,11,No,0.66,3
E100577,30,Female,Bachelors,Single,Sales,Accountant,Travel_Frequently,5,2,3,52,2,2,1,5,No,15,3,9,5,2,6,3,0,1,Yes,0.66,3
E100679,26,Male,Bachelors,Single,Sales,Accountant,Travel_Rarely,1,1,4,48,2,2,4,1,Yes,12,2,8,0,3,8,7,7,4,Yes,0.49,3
E100734,30,Female,Bachelors,Divorced,Sales,Accountant,Travel_Rarely,1,3,4,30,2,2,3,1,No,13,3,10,2,3,10,9,1,2,No,0.73,3
E100741,29,Female,Bachelors,Divorced,Sales,Accountant,Travel_Rarely,1,2,4,39,2,2,2,1,Yes,14,1,7,2,3,7,7,1,7,No,0.54,3
E100770,40,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,6,3,3,68,2,2,3,2,Yes,12,1,8,6,3,6,4,1,0,Yes,0.51,3
E100858,46,Female,Bachelors,Married,Sales,Accountant,Travel_Rarely,1,2,3,94,2,3,4,2,Yes,19,3,15,3,3,3,2,1,2,No,0.67,3
E1002313,34,Female,Bachelors,Married,Sales,Accountant,Travel_Rarely,2,1,4,95,2,2,3,1,No,21,4,8,2,3,8,7,1,7,No,0.99,4
E100724,33,Male,Bachelors,Single,Sales,Accountant,Travel_Frequently,2,3,2,46,2,2,4,3,No,14,3,9,6,2,7,7,0,1,No,0.82,4
E100987,38,Female,Bachelors,Single,Sales,Accountant,Travel_Rarely,9,2,4,46,2,2,4,0,No,20,1,8,2,3,7,7,0,5,No,0.9,4
E1001669,51,Male,Bachelors,Married,Sales,Accountant,Travel_Frequently,1,4,2,52,3,3,2,2,No,11,2,14,5,3,4,2,3,2,No,0.2,2
E1002111,31,Female,Bachelors,Married,Sales,Accountant,Travel_Frequently,21,4,1,68,3,3,1,2,No,14,4,9,3,3,3,2,2,2,No,0.33,2
E1002228,34,Male,Bachelors,Single,Sales,Accountant,Travel_Rarely,4,2,1,32,3,3,4,1,No,21,1,14,3,2,14,8,2,1,No,0.38,2
E1002253,39,Male,Bachelors,Single,Sales,Accountant,Travel_Rarely,1,3,2,77,3,4,1,0,No,12,1,21,3,3,20,8,11,10,No,0.23,2
E1002264,40,Female,Bachelors,Married,Sales,Accountant,Travel_Rarely,6,4,2,92,3,2,2,3,No,14,3,15,4,3,11,8,5,10,No,0.38,2
E100338,34,Male,Bachelors,Single,Sales,Accountant,Non-Travel,3,2,2,72,3,2,3,0,No,20,3,10,2,3,9,5,8,7,No,0.33,2
E100346,44,Female,Bachelors,Divorced,Sales,Accountant,Travel_Rarely,4,3,2,75,3,2,1,5,Yes,21,3,9,2,2,4,3,1,3,No,0.26,2
E100485,32,Female,Bachelors,Single,Sales,Accountant,Travel_Frequently,10,4,2,43,3,3,4,1,No,14,4,9,2,3,9,8,3,7,No,0.22,2
E100522,46,Female,Bachelors,Divorced,Sales,Accountant,Travel_Rarely,23,3,2,92,3,3,1,1,No,25,3,24,2,3,24,13,15,7,No,0.15,2
E100561,29,Female,Bachelors,Married,Sales,Accountant,Travel_Rarely,6,4,2,35,3,3,4,1,No,22,4,10,3,2,10,4,1,9,Yes,0.22,2
E100766,41,Male,Bachelors,Single,Sales,Accountant,Travel_Frequently,1,1,1,56,3,2,2,1,No,18,3,8,5,3,8,7,7,7,Yes,0.33,2
E100873,48,Female,Bachelors,Married,Sales,Accountant,Travel_Rarely,6,4,2,37,3,2,4,2,No,14,1,14,2,3,9,7,6,7,No,0.37,2
E100878,35,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,2,2,2,85,3,2,3,9,No,11,3,15,2,3,11,9,6,9,No,0.24,2
E1001000,32,Male,Bachelors,Single,Sales,Accountant,Travel_Rarely,1,3,4,55,3,2,4,1,No,12,4,10,2,2,10,7,0,8,No,0.56,3
E1001006,47,Male,Bachelors,Single,Sales,Accountant,Travel_Rarely,5,3,4,42,3,2,1,2,No,12,4,20,2,3,7,7,1,7,No,0.54,3
E1001010,60,Male,Bachelors,Single,Sales,Accountant,Travel_Rarely,7,1,1,84,3,2,1,8,No,14,4,10,1,3,2,2,2,2,No,0.74,3
E1001078,27,Male,Bachelors,Married,Sales,Accountant,Travel_Frequently,15,3,3,84,3,2,4,0,No,19,2,5,3,3,4,2,1,1,No,0.7,3
E1001097,33,Female,Bachelors,Single,Sales,Accountant,Travel_Rarely,7,3,1,69,3,2,1,5,No,15,3,6,3,3,3,2,0,2,Yes,0.56,3
E1001118,49,Female,Bachelors,Married,Sales,Accountant,Travel_Rarely,26,3,3,43,3,3,4,1,No,18,1,9,3,4,9,8,7,7,Yes,0.57,3
E1001124,28,Female,Bachelors,Married,Sales,Accountant,Travel_Rarely,18,1,2,81,3,2,2,1,Yes,20,1,8,2,3,8,7,7,5,No,0.77,3
E1001142,45,Male,Bachelors,Divorced,Sales,Accountant,Travel_Rarely,6,4,4,74,3,3,1,4,Yes,12,3,18,2,3,5,4,0,2,No,0.69,3
E1001175,53,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,3,3,1,73,3,4,4,5,No,14,3,28,3,3,2,0,2,2,No,0.44,3
E1001225,31,Female,Bachelors,Married,Sales,Accountant,Non-Travel,5,3,4,45,3,2,3,1,No,13,4,9,2,2,9,8,0,0,No,0.63,3
E1001344,40,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,3,2,3,74,3,2,1,1,No,14,2,8,3,2,7,7,7,5,No,0.56,3
E1001403,38,Male,Bachelors,Single,Sales,Accountant,Travel_Rarely,26,2,4,32,3,3,2,7,No,16,3,10,2,3,1,0,0,0,No,0.52,3
E1001415,35,Male,Bachelors,Divorced,Sales,Accountant,Travel_Frequently,22,2,4,54,3,2,4,1,No,11,4,5,3,3,5,2,0,2,No,0.48,3
E1001435,33,Female,Bachelors,Single,Sales,Accountant,Travel_Rarely,6,3,1,77,3,2,1,0,Yes,17,1,6,3,3,5,2,0,3,Yes,0.44,3
E1001559,34,Female,Bachelors,Single,Sales,Accountant,Travel_Rarely,6,4,3,86,3,2,1,0,Yes,12,4,4,3,3,3,2,0,2,No,0.51,3
E1001627,41,Female,Bachelors,Divorced,Sales,Accountant,Travel_Frequently,6,3,3,66,3,2,1,0,No,17,4,10,2,3,9,3,1,7,No,0.59,3
E1001674,32,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,23,4,3,36,3,2,2,0,Yes,13,1,4,3,2,3,2,1,2,No,0.67,3
E1001703,36,Female,Bachelors,Single,Sales,Accountant,Travel_Rarely,22,1,1,99,3,2,2,3,Yes,16,4,15,3,3,5,4,0,1,No,0.52,3
E1001706,30,Female,Bachelors,Divorced,Sales,Accountant,Travel_Rarely,2,1,4,73,3,2,1,7,No,14,2,8,3,3,3,2,0,2,No,0.74,3
E1001759,44,Female,Bachelors,Married,Sales,Accountant,Travel_Frequently,20,4,1,79,3,2,3,7,No,12,3,11,4,2,1,0,0,0,No,0.74,3
E1002009,47,Male,Bachelors,Married,Sales,Accountant,Non-Travel,28,3,3,87,3,2,2,7,No,11,4,4,3,1,1,0,0,0,No,0.67,3
E1002034,33,Female,Bachelors,Single,Sales,Accountant,Non-Travel,12,3,4,62,3,2,2,8,No,15,4,13,2,2,11,7,1,7,No,0.65,3
E1002035,49,Female,Bachelors,Single,Sales,Accountant,Travel_Rarely,20,3,4,80,3,2,4,3,No,12,3,8,1,4,5,1,0,4,No,0.75,3
E1002093,41,Female,Bachelors,Divorced,Sales,Accountant,Travel_Rarely,9,1,3,81,3,3,3,0,Yes,13,4,23,3,4,22,14,13,5,No,0.63,3
E1002131,32,Male,Bachelors,Single,Sales,Accountant,Travel_Frequently,25,1,4,79,3,2,4,8,No,13,3,4,2,4,0,0,0,0,No,0.7,3
E1002202,33,Male,Bachelors,Single,Sales,Accountant,Travel_Rarely,6,2,2,43,3,2,3,1,No,14,2,10,2,2,10,4,0,9,No,0.77,3
E1002221,42,Male,Bachelors,Divorced,Sales,Accountant,Travel_Rarely,8,4,2,77,3,2,4,3,Yes,12,3,14,4,3,0,0,0,0,No,0.42,3
E1002243,27,Male,Bachelors,Single,Sales,Accountant,Travel_Rarely,28,3,4,44,3,2,4,1,No,14,1,7,5,3,7,7,0,7,No,0.6,3
E1002245,31,Male,Bachelors,Married,Sales,Accountant,Travel_Frequently,9,3,1,63,3,2,4,1,Yes,11,3,10,4,3,10,7,0,8,Yes,0.55,3
E100313,42,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,29,3,3,48,3,2,2,0,No,11,4,10,2,3,9,7,4,2,No,0.57,3
E100340,46,Male,Bachelors,Single,Sales,Accountant,Travel_Frequently,3,5,1,98,3,2,4,4,Yes,21,3,14,4,3,9,6,0,8,No,0.46,3
E100398,51,Male,Bachelors,Single,Sales,Accountant,Travel_Rarely,18,3,3,71,3,2,4,0,Yes,22,4,11,2,1,10,7,1,0,No,0.6,3
E100438,33,Male,Bachelors,Married,Sales,Accountant,Non-Travel,5,3,3,95,3,2,2,0,No,13,1,8,2,4,7,7,0,7,No,0.63,3
E100452,50,Female,Bachelors,Single,Sales,Accountant,Travel_Frequently,9,4,3,77,3,3,4,4,No,11,4,16,3,3,2,2,2,1,No,0.73,3
E100482,35,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,3,1,3,94,3,3,2,1,No,13,1,10,3,3,10,8,0,6,No,0.5,3
E100581,54,Female,Bachelors,Married,Sales,Accountant,Travel_Rarely,1,5,4,52,3,2,1,2,No,14,4,16,4,3,6,2,0,5,No,0.6,3
E100611,32,Male,Bachelors,Married,Sales,Accountant,Non-Travel,6,2,3,100,3,2,4,0,No,18,1,4,2,3,3,2,2,2,No,0.42,3
E100627,29,Male,Bachelors,Divorced,Sales,Accountant,Travel_Rarely,9,3,4,45,3,2,4,2,No,14,4,10,2,3,3,2,0,2,No,0.44,3
E100682,42,Female,Bachelors,Married,Sales,Accountant,Travel_Frequently,8,3,3,77,3,4,2,5,No,14,4,23,2,4,20,4,4,8,No,0.46,3
E100684,35,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,1,1,3,96,3,3,2,0,No,15,3,12,3,2,11,9,6,9,No,0.55,3
E100716,31,Male,Bachelors,Divorced,Sales,Accountant,Travel_Rarely,9,3,4,73,3,2,4,4,No,12,4,13,3,3,7,7,1,7,No,0.76,3
E100727,27,Male,Bachelors,Married,Sales,Accountant,Non-Travel,4,4,3,73,3,2,2,0,Yes,13,4,6,0,3,5,4,1,4,No,0.7,3
E100736,27,Female,Bachelors,Married,Sales,Accountant,Travel_Rarely,2,4,2,56,3,2,2,1,No,18,1,8,3,3,8,7,0,7,No,0.63,3
E100794,40,Female,Bachelors,Divorced,Sales,Accountant,Travel_Rarely,9,3,4,46,3,2,2,7,No,12,3,8,5,3,5,4,1,3,No,0.57,3
E100919,26,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,21,3,1,66,3,2,2,1,No,20,4,6,5,4,5,3,1,4,No,0.55,3
E100934,37,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,24,2,4,75,3,2,3,4,Yes,11,3,17,3,2,3,0,1,0,No,0.6,3
E1001025,30,Male,Bachelors,Divorced,Sales,Accountant,Travel_Rarely,3,3,3,99,3,2,4,7,No,23,4,10,2,2,8,7,7,7,No,0.87,4
E1001181,47,Female,Bachelors,Married,Sales,Accountant,Travel_Rarely,11,3,3,35,3,2,4,0,Yes,22,1,8,2,3,7,6,7,7,No,0.94,4
E1001449,42,Male,Bachelors,Single,Sales,Accountant,Travel_Rarely,14,3,2,45,3,2,1,7,No,13,4,9,3,4,6,4,1,5,No,0.91,4
E1002187,41,Female,Bachelors,Married,Sales,Accountant,Travel_Rarely,5,3,3,54,3,2,2,5,No,21,3,14,3,3,5,4,1,4,No,0.88,4
E100592,35,Female,Bachelors,Single,Sales,Accountant,Travel_Frequently,1,4,3,92,3,3,3,1,No,14,1,10,3,4,10,7,0,8,No,0.88,4
E1001640,36,Female,Bachelors,Married,Sales,Accountant,Travel_Frequently,6,5,1,83,4,2,1,2,No,16,4,17,2,2,15,7,6,13,No,0.31,2
E1001650,55,Male,Bachelors,Single,Sales,Accountant,Travel_Rarely,17,3,1,85,4,4,3,6,Yes,17,3,24,2,2,19,7,3,8,Yes,0.23,2
E1001325,34,Male,Bachelors,Divorced,Sales,Accountant,Travel_Rarely,1,1,2,75,4,2,4,0,No,11,4,16,2,2,15,1,0,9,No,0.54,3
E100780,34,Male,Bachelors,Single,Sales,Accountant,Non-Travel,3,2,1,67,4,2,4,8,Yes,13,2,9,3,2,5,2,0,4,Yes,0.55,3
E100812,41,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,9,3,2,49,4,3,1,1,No,16,3,10,2,3,10,7,0,7,No,0.44,3
E100990,48,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,4,2,2,56,4,2,2,3,No,12,4,12,3,3,2,2,2,2,No,0.53,3
E1001315,26,Male,Phd,Single,Sales,Accountant,Non-Travel,8,3,2,79,1,2,1,8,No,18,4,7,6,3,2,2,2,2,Yes,0.15,2
E1001923,35,Male,Phd,Divorced,Sales,Accountant,Travel_Rarely,2,3,1,59,1,2,4,6,Yes,14,4,7,2,2,2,2,2,2,Yes,0.38,2
E1001607,41,Male,Phd,Single,Sales,Accountant,Non-Travel,2,3,3,40,1,2,2,1,No,13,1,19,4,3,19,2,11,9,No,0.8,3
E1001978,37,Male,Phd,Divorced,Sales,Accountant,Travel_Frequently,1,2,3,31,1,2,4,1,No,14,3,6,2,2,6,3,1,3,No,0.77,3
E100569,32,Male,Phd,Married,Sales,Accountant,Travel_Rarely,9,2,4,32,1,3,4,1,No,11,3,14,2,2,14,8,9,8,Yes,0.52,3
E100731,40,Male,Phd,Married,Sales,Accountant,Travel_Rarely,27,2,2,57,1,2,4,2,Yes,22,3,6,2,2,4,3,0,2,No,0.52,3
E1001767,34,Female,Phd,Single,Sales,Accountant,Travel_Rarely,20,2,1,40,2,2,2,0,Yes,23,3,16,2,4,15,9,10,10,Yes,0.34,2
E1002302,36,Female,Phd,Married,Sales,Accountant,Travel_Rarely,1,3,1,94,2,3,4,0,No,19,3,10,2,3,9,7,3,4,No,0.31,2
E100759,36,Male,Phd,Married,Sales,Accountant,Travel_Frequently,13,2,1,48,2,3,4,4,No,11,1,16,2,3,13,9,1,12,No,0.32,2
E100791,36,Male,Phd,Married,Sales,Accountant,Travel_Rarely,14,3,2,61,2,3,3,1,No,13,2,10,2,3,10,9,9,0,No,0.37,2
E1001214,42,Female,Phd,Single,Sales,Accountant,Travel_Rarely,4,1,3,68,2,2,3,7,No,17,1,10,6,3,5,4,0,3,No,0.74,3
E1001354,43,Male,Phd,Divorced,Sales,Accountant,Travel_Rarely,2,1,3,79,2,3,4,5,No,13,3,18,5,3,1,0,0,0,No,0.72,3
E1001947,29,Male,Phd,Divorced,Sales,Accountant,Travel_Rarely,3,3,1,43,2,2,2,1,Yes,13,2,10,3,2,10,0,0,9,No,0.69,3
E1002193,34,Female,Phd,Married,Sales,Accountant,Travel_Rarely,1,4,4,75,2,2,4,3,Yes,12,3,9,3,2,4,2,0,1,No,0.49,3
E1002343,49,Male,Phd,Married,Sales,Accountant,Travel_Frequently,9,3,4,63,2,2,2,2,No,14,4,17,3,2,9,6,0,8,No,0.57,3
E100396,46,Male,Phd,Single,Sales,Accountant,Travel_Rarely,23,2,3,64,2,3,4,1,No,16,4,9,3,3,9,8,4,7,Yes,0.59,3
E100399,30,Female,Phd,Divorced,Sales,Accountant,Travel_Rarely,7,3,3,63,2,2,2,1,Yes,12,2,11,4,2,11,8,2,7,No,0.7,3
E100580,45,Female,Phd,Single,Sales,Accountant,Non-Travel,2,2,4,57,2,3,4,6,No,12,4,23,2,3,19,7,12,8,No,0.42,3
E100644,29,Male,Phd,Married,Sales,Accountant,Travel_Rarely,21,3,1,78,2,2,2,2,No,19,2,10,2,3,0,0,0,0,No,0.62,3
E1001826,40,Male,Phd,Married,Sales,Accountant,Travel_Rarely,2,3,1,47,3,2,1,0,No,12,4,9,5,4,8,4,7,1,No,0.16,2
E1002223,35,Male,Phd,Married,Sales,Accountant,Travel_Rarely,21,2,2,71,3,2,1,0,No,16,4,6,2,1,5,3,0,4,No,0.17,2
E100403,32,Male,Phd,Single,Sales,Accountant,Travel_Rarely,2,4,2,87,3,2,3,1,No,16,1,12,0,3,11,8,5,7,No,0.31,2
E100590,29,Female,Phd,Married,Sales,Accountant,Travel_Frequently,29,3,2,42,3,3,4,1,No,14,4,11,5,3,11,10,4,1,No,0.34,2
E100870,36,Male,Phd,Single,Sales,Accountant,Non-Travel,1,1,2,32,3,3,4,1,No,14,4,10,3,2,10,3,9,7,No,0.29,2
E1001024,47,Female,Phd,Divorced,Sales,Accountant,Travel_Frequently,18,4,4,49,3,4,3,9,Yes,12,4,28,2,2,22,2,11,13,No,0.71,3
E1001120,55,Male,Phd,Single,Sales,Accountant,Travel_Rarely,10,4,3,37,3,2,4,4,No,16,3,12,3,2,9,7,7,3,Yes,0.61,3
E1001182,37,Male,Phd,Single,Sales,Accountant,Non-Travel,19,2,1,32,3,3,2,1,Yes,13,4,10,2,3,10,0,0,9,No,0.45,3
E1001253,35,Female,Phd,Married,Sales,Accountant,Travel_Rarely,29,1,3,86,3,2,3,1,No,16,2,5,3,3,5,2,1,0,No,0.66,3
E1001490,40,Male,Phd,Married,Sales,Accountant,Travel_Frequently,27,3,2,62,3,2,2,5,No,12,4,5,2,3,0,0,0,0,No,0.41,3
E1001498,33,Female,Phd,Married,Sales,Accountant,Travel_Frequently,5,3,2,82,3,2,3,1,No,12,1,10,3,2,10,7,0,1,No,0.67,3
E1001634,34,Female,Phd,Single,Sales,Accountant,Travel_Rarely,18,1,3,66,3,2,1,1,No,12,4,10,6,4,10,8,9,6,No,0.61,3
E1001723,24,Female,Phd,Married,Sales,Accountant,Travel_Rarely,9,5,4,42,3,2,3,1,Yes,12,3,5,3,3,5,4,0,3,No,0.65,3
E1001755,33,Male,Phd,Married,Sales,Accountant,Travel_Frequently,4,4,4,54,3,2,1,0,No,14,1,5,2,3,4,3,0,3,No,0.66,3
E1001781,47,Female,Phd,Married,Sales,Accountant,Travel_Rarely,20,3,3,78,3,2,3,3,Yes,17,3,11,4,2,5,4,1,2,No,0.73,3
E1001948,33,Male,Phd,Divorced,Sales,Accountant,Travel_Rarely,8,4,4,93,3,2,4,1,No,14,3,6,5,3,6,2,0,4,No,0.54,3
E1001984,43,Male,Phd,Married,Sales,Accountant,Travel_Rarely,6,3,4,73,3,2,4,1,Yes,17,1,10,3,3,10,9,8,8,No,0.58,3
E1002114,26,Male,Phd,Single,Sales,Accountant,Travel_Rarely,26,4,3,46,3,2,4,1,No,13,1,5,4,3,5,3,1,2,No,0.73,3
E1002190,31,Female,Phd,Divorced,Sales,Accountant,Travel_Rarely,1,3,3,86,3,2,4,2,Yes,11,4,8,2,3,5,2,1,4,No,0.55,3
E1002229,34,Male,Phd,Divorced,Sales,Accountant,Travel_Rarely,6,3,4,39,3,3,3,1,No,18,3,9,2,2,8,7,1,1,No,0.72,3
E100409,58,Male,Phd,Single,Sales,Accountant,Travel_Rarely,3,3,4,37,3,4,3,0,No,13,3,38,1,2,37,10,1,8,No,0.67,3
E100723,39,Female,Phd,Married,Sales,Accountant,Travel_Rarely,5,2,4,41,3,2,3,4,Yes,18,1,12,3,2,1,0,0,0,Yes,0.69,3
E100757,36,Female,Phd,Single,Sales,Accountant,Non-Travel,11,3,4,45,3,2,4,4,No,15,2,7,6,3,1,0,0,0,No,0.41,3
E100898,35,Female,Phd,Single,Sales,Accountant,Travel_Rarely,1,4,1,80,3,2,3,1,No,16,4,5,3,3,5,4,0,3,No,0.48,3
E100928,31,Male,Phd,Divorced,Sales,Accountant,Travel_Rarely,4,4,2,46,3,2,1,2,No,17,3,9,2,1,3,1,1,2,Yes,0.59,3
E100968,29,Female,Phd,Married,Sales,Accountant,Travel_Rarely,1,1,2,62,3,2,3,1,No,14,1,6,5,2,6,0,1,2,No,0.62,3
E1001059,25,Female,Phd,Single,Sales,Accountant,Travel_Rarely,1,3,3,32,3,2,4,1,No,23,2,6,5,2,6,5,1,4,No,0.85,4
E100407,28,Male,Phd,Married,Sales,Accountant,Non-Travel,18,1,2,43,3,2,3,1,No,15,2,5,3,4,5,4,0,4,No,1,4
E100656,37,Male,Phd,Married,Sales,Accountant,Travel_Rarely,2,3,3,98,3,2,4,4,No,14,2,7,5,4,5,4,0,1,No,0.86,4
E100931,31,Male,Phd,Divorced,Sales,Accountant,Travel_Rarely,4,2,1,66,4,2,4,4,No,22,4,13,4,4,7,7,5,7,No,0.37,2
E1001317,44,Female,Phd,Married,Sales,Accountant,Travel_Rarely,6,2,4,53,4,4,4,3,Yes,18,3,23,2,3,12,11,11,11,No,0.68,3
E1001582,32,Male,Phd,Married,Sales,Accountant,Travel_Rarely,1,4,3,56,4,2,4,1,No,15,3,10,4,4,10,7,0,8,No,0.63,3
E1001866,39,Male,Phd,Married,Sales,Accountant,Travel_Rarely,14,3,4,38,4,3,3,2,No,11,1,11,3,3,7,6,7,6,No,0.57,3
E1002176,27,Female,Phd,Single,Sales,Accountant,Travel_Rarely,16,3,1,89,4,2,3,0,No,14,2,9,5,2,8,7,0,7,No,0.65,3
E100660,38,Female,Phd,Divorced,Sales,Accountant,Travel_Rarely,2,2,1,44,4,2,1,1,Yes,24,3,8,3,3,8,0,7,7,No,0.89,4
E100992,27,Female,Phd,Divorced,Sales,Accountant,Travel_Frequently,2,4,4,71,4,2,4,1,Yes,20,2,6,3,3,6,5,0,4,No,0.92,4
E1001756,34,Male,Masters,Single,Sales,Accountant,Travel_Rarely,1,3,4,81,1,2,1,3,No,18,4,15,2,3,13,9,3,12,No,0.62,3
E100893,40,Male,Masters,Divorced,Sales,Accountant,Non-Travel,1,4,3,58,1,3,1,3,No,15,3,20,2,3,1,0,0,1,No,0.68,3
E1001157,25,Male,Masters,Married,Sales,Accountant,Travel_Rarely,26,4,3,98,3,2,1,1,Yes,18,4,5,3,3,5,3,0,3,No,0.77,3
E1001260,30,Male,Masters,Divorced,Sales,Accountant,Travel_Rarely,19,2,3,62,3,3,3,5,No,11,1,10,2,4,8,4,7,7,No,0.77,3
E1001391,50,Male,Masters,Single,Sales,Accountant,Travel_Frequently,3,4,4,81,3,2,3,3,Yes,14,4,5,4,3,0,0,0,0,Yes,0.75,3
E1001891,31,Male,Masters,Single,Sales,Accountant,Travel_Frequently,5,4,4,54,3,2,1,7,No,13,4,10,3,3,5,2,0,3,No,0.74,3
E1002296,25,Female,Masters,Divorced,Sales,Accountant,Travel_Rarely,2,4,1,85,3,2,3,0,Yes,22,2,6,3,2,5,3,0,4,No,0.79,3
E100406,24,Female,Masters,Married,Sales,Accountant,Travel_Rarely,1,2,1,33,3,2,3,0,No,21,1,4,2,2,3,2,0,2,No,0.54,3
E100845,30,Female,Masters,Married,Sales,Accountant,Non-Travel,7,4,3,69,3,3,1,0,No,11,3,10,3,3,9,8,7,8,No,0.58,3
E100884,45,Male,Masters,Married,Sales,Accountant,Travel_Rarely,10,3,4,61,3,2,2,0,No,19,2,9,3,4,8,7,3,7,No,0.64,3
E1001064,34,Male,Masters,Single,Sales,Accountant,Travel_Rarely,2,4,4,60,3,2,4,1,No,22,3,6,5,3,6,5,1,4,No,0.99,4
E1001945,35,Male,Masters,Single,Sales,Accountant,Travel_Frequently,17,2,4,36,3,2,4,3,Yes,24,1,13,2,4,11,9,6,7,Yes,0.85,4
E1002158,36,Female,Masters,Married,Sales,Accountant,Travel_Rarely,20,2,2,63,2,2,3,1,Yes,13,1,10,4,3,10,9,1,7,No,0.35,2
E1001074,26,Male,Masters,Single,Sales,Accountant,Travel_Rarely,1,3,4,38,2,2,1,6,No,17,3,6,2,2,4,3,1,2,Yes,0.54,3
E1001416,49,Male,Masters,Married,Sales,Accountant,Travel_Rarely,2,3,4,56,2,4,2,6,No,17,2,22,3,3,9,8,2,3,No,0.55,3
E1001813,34,Male,Masters,Married,Sales,Accountant,Travel_Rarely,2,2,4,64,2,3,3,1,Yes,14,4,10,3,3,10,9,8,6,No,0.79,3
E100714,32,Female,Masters,Married,Sales,Accountant,Travel_Rarely,1,3,3,65,2,2,2,1,Yes,11,4,13,2,3,13,12,11,9,No,0.55,3
E100811,30,Female,Masters,Single,Sales,Accountant,Travel_Rarely,7,3,2,83,3,2,3,0,No,11,2,6,6,3,5,4,4,4,No,0.12,2
E1001268,36,Male,Masters,Divorced,Sales,Accountant,Non-Travel,2,2,1,84,3,2,4,4,No,13,4,12,3,3,7,7,0,7,No,0.52,3
E1001846,30,Male,Masters,Married,Sales,Accountant,Travel_Rarely,2,1,3,33,3,3,2,3,No,12,2,9,3,3,4,2,1,3,No,0.66,3
E1002027,31,Male,Masters,Married,Sales,Accountant,Travel_Rarely,2,3,1,51,3,2,3,1,No,19,3,6,3,3,5,2,0,2,No,0.9,4
E1002101,34,Male,Masters,Married,Sales,Accountant,Travel_Rarely,2,4,2,92,4,2,3,1,No,21,3,10,5,3,10,8,4,8,No,0.13,2
E1002141,46,Female,Masters,Divorced,Sales,Accountant,Travel_Rarely,2,3,1,45,4,4,1,2,No,12,4,25,5,3,19,17,2,8,No,0.32,2
E1001705,31,Female,Bachelors,Single,Sales,Financial Analyst,Travel_Frequently,23,3,2,50,1,1,3,1,No,12,2,1,3,3,1,0,0,0,Yes,0.64,3
E1001322,33,Female,Bachelors,Single,Sales,Financial Analyst,Non-Travel,5,2,2,88,2,1,4,0,No,19,4,3,2,2,2,2,2,2,No,0.26,2
E1001717,25,Male,Bachelors,Married,Sales,Financial Analyst,Travel_Rarely,20,2,1,68,2,1,1,3,No,12,1,6,2,3,3,2,2,2,Yes,0.29,2
E1001832,35,Female,Bachelors,Married,Sales,Financial Analyst,Travel_Rarely,1,3,2,98,2,1,3,0,No,23,1,6,5,3,5,3,4,2,No,0.35,2
E1001203,47,Female,Bachelors,Single,Sales,Financial Analyst,Travel_Rarely,9,3,4,65,2,1,4,1,Yes,18,1,3,3,2,3,2,1,2,No,0.48,3
E1001219,31,Male,Bachelors,Married,Sales,Financial Analyst,Travel_Rarely,6,4,2,41,2,1,3,3,No,15,2,13,2,4,7,7,5,2,No,0.5,3
E1001657,31,Female,Bachelors,Single,Sales,Financial Analyst,Travel_Frequently,3,2,3,90,2,1,4,7,No,14,3,3,3,4,1,0,0,0,Yes,0.7,3
E1002239,38,Male,Bachelors,Single,Sales,Financial Analyst,Travel_Rarely,1,4,1,59,2,1,1,4,No,14,1,20,3,2,1,0,0,0,No,0.6,3
